Timestamp,Symbol,Price (KRW),P/B Ratio,Trailing P/E,Forward P/E,PEG Ratio,Expected Growth
2026-05-09 08:21,000660.KS,1686000.0,N/A,N/A,4.56,2.34,396.6%
